Granja,Galpón,Sexo,Día,Tipo,Categoría,Cosechado (1/0),Cantidad cosechada
EL EDEN,11,M,10,CAMPESINO,MEDIANO,0,0
EL EDEN,11,M,11,CAMPESINO,MEDIANO,0,0
EL EDEN,11,M,12,CAMPESINO,MEDIANO,0,0
EL EDEN,11,H,1,BLANCO,PEQUEÑO,0,0
EL EDEN,11,H,2,BLANCO,PEQUEÑO,0,0
EL EDEN,11,H,3,BLANCO,PEQUEÑO,0,0
EL EDEN,11,H,4,BLANCO,PEQUEÑO,0,0
EL EDEN,11,H,5,BLANCO,PEQUEÑO,1,23876
EL EDEN,11,H,6,BLANCO,PEQUEÑO,0,0
EL EDEN,11,H,7,BLANCO,PEQUEÑO,0,0
EL EDEN,11,H,8,BLANCO,PEQUEÑO,0,0
EL EDEN,11,H,9,BLANCO,PEQUEÑO,0,0
EL EDEN,11,H,10,BLANCO,PEQUEÑO,0,0
EL EDEN,11,H,11,BLANCO,PEQUEÑO,0,0
EL EDEN,11,H,12,BLANCO,PEQUEÑO,0,0
LA JUANA,1,H,1,BLANCO,PEQUEÑO,1,13442
LA JUANA,1,H,2,BLANCO,PEQUEÑO,0,0
LA JUANA,1,H,3,BLANCO,PEQUEÑO,0,0
LA JUANA,1,H,4,BLANCO,PEQUEÑO,0,0
LA JUANA,1,H,5,BLANCO,PEQUEÑO,0,0
LA JUANA,1,H,6,BLANCO,PEQUEÑO,0,0
LA JUANA,1,H,7,BLANCO,PEQUEÑO,0,0
LA JUANA,1,H,8,BLANCO,PEQUEÑO,0,0
LA JUANA,1,H,9,BLANCO,PEQUEÑO,0,0
LA JUANA,1,H,10,BLANCO,PEQUEÑO,0,0
LA JUANA,1,H,11,BLANCO,PEQUEÑO,0,0
LA JUANA,1,H,12,BLANCO,PEQUEÑO,0,0
LA JUANA,2,M,1,CAMPESINO,MEDIANO,0,0
LA JUANA,2,M,2,CAMPESINO,MEDIANO,0,0
LA JUANA,2,M,3,CAMPESINO,MEDIANO,0,0
LA JUANA,2,M,4,CAMPESINO,MEDIANO,0,0
LA JUANA,2,M,5,CAMPESINO,MEDIANO,0,0
LA JUANA,2,M,6,CAMPESINO,MEDIANO,0,0
LA JUANA,2,M,7,CAMPESINO,MEDIANO,0,0
LA JUANA,2,M,8,CAMPESINO,MEDIANO,0,0
LA JUANA,2,M,9,CAMPESINO,MEDIANO,0,0
LA JUANA,2,M,10,CAMPESINO,MEDIANO,0,0
LA JUANA,2,M,11,CAMPESINO,MEDIANO,0,0
LA JUANA,2,M,12,CAMPESINO,MEDIANO,0,0
LA JUANA,3,M,1,CAMPESINO,MEDIANO,0,0
LA JUANA,3,M,2,CAMPESINO,MEDIANO,0,0
LA JUANA,3,M,3,CAMPESINO,MEDIANO,0,0
LA JUANA,3,M,4,CAMPESINO,MEDIANO,0,0
LA JUANA,3,M,5,CAMPESINO,MEDIANO,0,0
LA JUANA,3,M,6,CAMPESINO,MEDIANO,0,0
LA JUANA,3,M,7,CAMPESINO,MEDIANO,0,0
LA JUANA,3,M,8,CAMPESINO,MEDIANO,0,0
LA JUANA,3,M,9,CAMPESINO,MEDIANO,0,0
LA JUANA,3,M,10,CAMPESINO,MEDIANO,0,0
LA JUANA,3,M,11,CAMPESINO,MEDIANO,0,0
LA JUANA,3,M,12,CAMPESINO,MEDIANO,0,0
LA JUANA,3,H,1,BLANCO,PEQUEÑO,0,0
LA JUANA,3,H,2,BLANCO,PEQUEÑO,1,17538
LA JUANA,3,H,3,BLANCO,PEQUEÑO,0,0
LA JUANA,3,H,4,BLANCO,PEQUEÑO,0,0
LA JUANA,3,H,5,BLANCO,PEQUEÑO,0,0
LA JUANA,3,H,6,BLANCO,PEQUEÑO,0,0
LA JUANA,3,H,7,BLANCO,PEQUEÑO,0,0
LA JUANA,3,H,8,BLANCO,PEQUEÑO,0,0
LA JUANA,3,H,9,BLANCO,PEQUEÑO,0,0
LA JUANA,3,H,10,BLANCO,PEQUEÑO,0,0
LA JUANA,3,H,11,BLANCO,PEQUEÑO,0,0
LA JUANA,3,H,12,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,2,M,1,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,2,M,2,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,2,M,3,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,2,M,4,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,2,M,5,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,2,M,6,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,2,M,7,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,2,M,8,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,2,M,9,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,2,M,10,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,2,M,11,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,2,M,12,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,3,H,1,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,3,H,2,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,3,H,3,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,3,H,4,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,3,H,5,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,3,H,6,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,3,H,7,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,3,H,8,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,3,H,9,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,3,H,10,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,3,H,11,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,3,H,12,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,5,M,1,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,5,M,2,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,5,M,3,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,5,M,4,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,5,M,5,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,5,M,6,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,5,M,7,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,5,M,8,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,5,M,9,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,5,M,10,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,5,M,11,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,5,M,12,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,5,H,1,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,5,H,2,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,5,H,3,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,5,H,4,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,5,H,5,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,5,H,6,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,5,H,7,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,5,H,8,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,5,H,9,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,5,H,10,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,5,H,11,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,5,H,12,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,6,M,1,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,6,M,2,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,6,M,3,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,6,M,4,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,6,M,5,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,6,M,6,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,6,M,7,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,6,M,8,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,6,M,9,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,6,M,10,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,6,M,11,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,6,M,12,CAMPESINO,MEDIANO,0,0
MONTE OSCURO,6,H,1,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,6,H,2,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,6,H,3,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,6,H,4,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,6,H,5,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,6,H,6,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,6,H,7,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,6,H,8,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,6,H,9,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,6,H,10,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,6,H,11,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,6,H,12,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,1,M,1,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,1,M,2,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,1,M,3,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,1,M,4,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,1,M,5,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,1,M,6,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,1,M,7,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,1,M,8,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,1,M,9,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,1,M,10,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,1,M,11,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,1,M,12,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,1,H,1,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,1,H,2,BLANCO,PEQUEÑO,1,21902
MONTE OSCURO,1,H,3,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,1,H,4,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,1,H,5,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,1,H,6,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,1,H,7,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,1,H,8,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,1,H,9,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,1,H,10,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,1,H,11,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,1,H,12,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,2,M,1,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,2,M,2,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,2,M,3,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,2,M,4,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,2,M,5,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,2,M,6,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,2,M,7,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,2,M,8,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,2,M,9,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,2,M,10,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,2,M,11,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,2,M,12,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,2,H,1,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,2,H,2,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,2,H,3,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,2,H,4,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,2,H,5,BLANCO,PEQUEÑO,1,22184
MONTE OSCURO,2,H,6,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,2,H,7,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,2,H,8,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,2,H,9,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,2,H,10,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,2,H,11,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,2,H,12,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,3,M,1,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,3,M,2,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,3,M,3,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,3,M,4,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,3,M,5,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,3,M,6,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,3,M,7,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,3,M,8,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,3,M,9,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,3,M,10,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,3,M,11,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,3,M,12,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,3,H,1,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,3,H,2,BLANCO,PEQUEÑO,1,22372
MONTE OSCURO,3,H,3,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,3,H,4,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,3,H,5,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,3,H,6,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,3,H,7,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,3,H,8,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,3,H,9,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,3,H,10,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,3,H,11,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,3,H,12,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,4,M,1,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,4,M,2,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,4,M,3,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,4,M,4,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,4,M,5,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,4,M,6,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,4,M,7,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,4,M,8,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,4,M,9,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,4,M,10,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,4,M,11,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,4,M,12,CAMPESINO,PEQUEÑO,0,0
MONTE OSCURO,4,H,1,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,4,H,2,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,4,H,3,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,4,H,4,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,4,H,5,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,4,H,6,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,4,H,7,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,4,H,8,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,4,H,9,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,4,H,10,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,4,H,11,BLANCO,PEQUEÑO,0,0
MONTE OSCURO,4,H,12,BLANCO,PEQUEÑO,0,0
ABISINIA,1,M,1,CAMPESINO,PEQUEÑO,0,0
ABISINIA,1,M,2,CAMPESINO,PEQUEÑO,0,0
ABISINIA,1,M,3,CAMPESINO,PEQUEÑO,0,0
ABISINIA,1,M,4,CAMPESINO,PEQUEÑO,0,0
ABISINIA,1,M,5,CAMPESINO,PEQUEÑO,0,0
ABISINIA,1,M,6,CAMPESINO,PEQUEÑO,0,0
ABISINIA,1,M,7,CAMPESINO,PEQUEÑO,0,0
ABISINIA,1,M,8,CAMPESINO,PEQUEÑO,0,0
ABISINIA,1,M,9,CAMPESINO,PEQUEÑO,0,0
ABISINIA,1,M,10,CAMPESINO,PEQUEÑO,0,0
ABISINIA,1,M,11,CAMPESINO,PEQUEÑO,0,0
ABISINIA,1,M,12,CAMPESINO,PEQUEÑO,0,0
ABISINIA,2,M,1,CAMPESINO,PEQUEÑO,0,0
ABISINIA,2,M,2,CAMPESINO,PEQUEÑO,0,0
ABISINIA,2,M,3,CAMPESINO,PEQUEÑO,0,0
ABISINIA,2,M,4,CAMPESINO,PEQUEÑO,0,0
ABISINIA,2,M,5,CAMPESINO,PEQUEÑO,0,0
ABISINIA,2,M,6,CAMPESINO,PEQUEÑO,0,0
ABISINIA,2,M,7,CAMPESINO,PEQUEÑO,0,0
ABISINIA,2,M,8,CAMPESINO,PEQUEÑO,0,0
ABISINIA,2,M,9,CAMPESINO,PEQUEÑO,0,0
ABISINIA,2,M,10,CAMPESINO,PEQUEÑO,0,0
ABISINIA,2,M,11,CAMPESINO,PEQUEÑO,0,0
ABISINIA,2,M,12,CAMPESINO,PEQUEÑO,0,0
ABISINIA,3,H,1,BLANCO,PEQUEÑO,0,0
ABISINIA,3,H,2,BLANCO,PEQUEÑO,0,0
ABISINIA,3,H,3,BLANCO,PEQUEÑO,0,0
ABISINIA,3,H,4,BLANCO,PEQUEÑO,0,0
ABISINIA,3,H,5,BLANCO,PEQUEÑO,0,0
ABISINIA,3,H,6,BLANCO,PEQUEÑO,1,17651
ABISINIA,3,H,7,BLANCO,PEQUEÑO,0,0
ABISINIA,3,H,8,BLANCO,PEQUEÑO,0,0
ABISINIA,3,H,9,BLANCO,PEQUEÑO,0,0
ABISINIA,3,H,10,BLANCO,PEQUEÑO,0,0
ABISINIA,3,H,11,BLANCO,PEQUEÑO,0,0
ABISINIA,3,H,12,BLANCO,PEQUEÑO,0,0
ABISINIA,4,H,1,BLANCO,PEQUEÑO,0,0
ABISINIA,4,H,2,BLANCO,PEQUEÑO,0,0
ABISINIA,4,H,3,BLANCO,PEQUEÑO,0,0
ABISINIA,4,H,4,BLANCO,PEQUEÑO,0,0
ABISINIA,4,H,5,BLANCO,PEQUEÑO,0,0
ABISINIA,4,H,6,BLANCO,PEQUEÑO,0,0
ABISINIA,4,H,7,BLANCO,PEQUEÑO,0,0
ABISINIA,4,H,8,BLANCO,PEQUEÑO,0,0
ABISINIA,4,H,9,BLANCO,PEQUEÑO,0,0
ABISINIA,4,H,10,BLANCO,PEQUEÑO,0,0
ABISINIA,4,H,11,BLANCO,PEQUEÑO,0,0
ABISINIA,4,H,12,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,1,H,1,BLANCO,ENGORDE,0,0
LA GUAQUITA,1,H,2,BLANCO,ENGORDE,0,0
LA GUAQUITA,1,H,3,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,1,H,4,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,1,H,5,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,1,H,6,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,1,H,7,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,1,H,8,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,1,H,9,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,1,H,10,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,1,H,11,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,1,H,12,BLANCO,PEQUEÑO,0,0
LA GUAQUITA,4,M,1,CAMPESINO,ENGORDE,0,0
LA GUAQUITA,4,M,2,CAMPESINO,ENGORDE,0,0
LA GUAQUITA,4,M,3,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,4,M,4,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,4,M,5,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,4,M,6,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,4,M,7,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,4,M,8,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,4,M,9,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,4,M,10,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,4,M,11,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,4,M,12,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,5,M,1,CAMPESINO,ENGORDE,0,0
LA GUAQUITA,5,M,2,CAMPESINO,ENGORDE,0,0
LA GUAQUITA,5,M,3,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,5,M,4,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,5,M,5,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,5,M,6,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,5,M,7,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,5,M,8,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,5,M,9,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,5,M,10,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,5,M,11,CAMPESINO,PEQUEÑO,0,0
LA GUAQUITA,5,M,12,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,M,1,CAMPESINO,ENGORDE,0,0
LA REINA,1,M,2,CAMPESINO,ENGORDE,0,0
LA REINA,1,M,3,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,M,4,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,M,5,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,M,6,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,M,7,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,M,8,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,M,9,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,M,10,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,M,11,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,M,12,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,H,1,CAMPESINO,ENGORDE,0,0
LA REINA,1,H,2,CAMPESINO,ENGORDE,0,0
LA REINA,1,H,3,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,H,4,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,H,5,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,H,6,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,H,7,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,H,8,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,H,9,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,H,10,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,H,11,CAMPESINO,PEQUEÑO,0,0
LA REINA,1,H,12,CAMPESINO,PEQUEÑO,0,0
ABISINIA,5,M,1,CAMPESINO,ENGORDE,0,0
ABISINIA,5,M,2,CAMPESINO,ENGORDE,0,0
ABISINIA,5,M,3,CAMPESINO,PEQUEÑO,0,0
ABISINIA,5,M,4,CAMPESINO,PEQUEÑO,0,0
ABISINIA,5,M,5,CAMPESINO,PEQUEÑO,0,0
ABISINIA,5,M,6,CAMPESINO,PEQUEÑO,0,0
ABISINIA,5,M,7,CAMPESINO,PEQUEÑO,0,0
ABISINIA,5,M,8,CAMPESINO,PEQUEÑO,0,0
ABISINIA,5,M,9,CAMPESINO,PEQUEÑO,0,0
ABISINIA,5,M,10,CAMPESINO,PEQUEÑO,0,0
ABISINIA,5,M,11,CAMPESINO,PEQUEÑO,0,0
ABISINIA,5,M,12,CAMPESINO,PEQUEÑO,0,0
ABISINIA,5,H,1,BLANCO,ENGORDE,0,0
ABISINIA,5,H,2,BLANCO,ENGORDE,0,0
ABISINIA,5,H,3,BLANCO,ENGORDE,0,0
ABISINIA,5,H,4,BLANCO,PEQUEÑO,0,0
ABISINIA,5,H,5,BLANCO,PEQUEÑO,0,0
ABISINIA,5,H,6,BLANCO,PEQUEÑO,0,0
ABISINIA,5,H,7,BLANCO,PEQUEÑO,0,0
ABISINIA,5,H,8,BLANCO,PEQUEÑO,0,0
ABISINIA,5,H,9,BLANCO,PEQUEÑO,0,0
ABISINIA,5,H,10,BLANCO,PEQUEÑO,0,0
ABISINIA,5,H,11,BLANCO,PEQUEÑO,0,0
ABISINIA,5,H,12,BLANCO,PEQUEÑO,0,0
ABISINIA,6,M,1,CAMPESINO,ENGORDE,0,0
ABISINIA,6,M,2,CAMPESINO,ENGORDE,0,0
ABISINIA,6,M,3,CAMPESINO,ENGORDE,0,0
ABISINIA,6,M,4,CAMPESINO,PEQUEÑO,0,0
ABISINIA,6,M,5,CAMPESINO,PEQUEÑO,0,0
ABISINIA,6,M,6,CAMPESINO,PEQUEÑO,0,0
ABISINIA,6,M,7,CAMPESINO,PEQUEÑO,0,0
ABISINIA,6,M,8,CAMPESINO,PEQUEÑO,0,0
ABISINIA,6,M,9,CAMPESINO,PEQUEÑO,0,0
ABISINIA,6,M,10,CAMPESINO,PEQUEÑO,0,0
ABISINIA,6,M,11,CAMPESINO,PEQUEÑO,0,0
ABISINIA,6,M,12,CAMPESINO,PEQUEÑO,0,0
ABISINIA,6,H,1,BLANCO,ENGORDE,0,0
ABISINIA,6,H,2,BLANCO,ENGORDE,0,0
ABISINIA,6,H,3,BLANCO,ENGORDE,0,0
ABISINIA,6,H,4,BLANCO,PEQUEÑO,0,0
ABISINIA,6,H,5,BLANCO,PEQUEÑO,0,0
ABISINIA,6,H,6,BLANCO,PEQUEÑO,0,0
ABISINIA,6,H,7,BLANCO,PEQUEÑO,0,0
ABISINIA,6,H,8,BLANCO,PEQUEÑO,0,0
ABISINIA,6,H,9,BLANCO,PEQUEÑO,0,0
ABISINIA,6,H,10,BLANCO,PEQUEÑO,0,0
ABISINIA,6,H,11,BLANCO,PEQUEÑO,0,0
ABISINIA,6,H,12,BLANCO,PEQUEÑO,0,0
ABISINIA,7,M,1,CAMPESINO,ENGORDE,0,0
ABISINIA,7,M,2,CAMPESINO,ENGORDE,0,0
ABISINIA,7,M,3,CAMPESINO,ENGORDE,0,0
ABISINIA,7,M,4,CAMPESINO,PEQUEÑO,0,0
ABISINIA,7,M,5,CAMPESINO,PEQUEÑO,0,0
ABISINIA,7,M,6,CAMPESINO,PEQUEÑO,0,0
ABISINIA,7,M,7,CAMPESINO,PEQUEÑO,0,0
ABISINIA,7,M,8,CAMPESINO,PEQUEÑO,0,0
ABISINIA,7,M,9,CAMPESINO,PEQUEÑO,0,0
ABISINIA,7,M,10,CAMPESINO,PEQUEÑO,0,0
ABISINIA,7,M,11,CAMPESINO,PEQUEÑO,0,0
ABISINIA,7,M,12,CAMPESINO,PEQUEÑO,0,0
ABISINIA,7,H,1,BLANCO,ENGORDE,0,0
ABISINIA,7,H,2,BLANCO,ENGORDE,0,0
ABISINIA,7,H,3,BLANCO,ENGORDE,0,0
ABISINIA,7,H,4,BLANCO,PEQUEÑO,0,0
ABISINIA,7,H,5,BLANCO,PEQUEÑO,0,0
ABISINIA,7,H,6,BLANCO,PEQUEÑO,0,0
ABISINIA,7,H,7,BLANCO,PEQUEÑO,1,20210
ABISINIA,7,H,8,BLANCO,PEQUEÑO,0,0
ABISINIA,7,H,9,BLANCO,PEQUEÑO,0,0
